0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,label
0.0,0.0,0.0,0.062360525131225586,-0.01820504665374756,-0.00954846613113336,0.11148983240127563,-0.061470746994018555,-0.013192406334025186,0.1477774977684021,-0.09873837232589722,-0.02048002876345567,0.18274736404418945,-0.11639851331710815,-0.027235300689977926,0.07182249426841736,-0.17338085174560547,0.02433639258142062,0.09440881013870239,-0.2379029393196106,0.023876579999881464,0.10898351669311523,-0.2743309438228607,0.01946556247766562,0.12129992246627808,-0.3049211800098419,0.015259828008669096,0.041539549827575684,-0.19399964809417725,0.018672079369383532,0.058037787675857544,-0.26606613397598267,0.02352621830995627,0.07077491283416748,-0.30711424350738525,0.0168464338033969,0.08172658085823059,-0.3413045108318329,0.010051810704129416,0.009101122617721558,-0.1963929533958435,0.008366058170753199,0.008454471826553345,-0.2667787969112396,0.010605019107418734,0.008579820394515991,-0.30927926301956177,0.0028179353661412776,0.010671079158782959,-0.34367072582244873,-0.004417015183759254,-0.02374747395515442,-0.18384182453155518,-0.005042823907030147,-0.0380362868309021,-0.24104726314544678,-0.004292497355533165,-0.046205759048461914,-0.27866971492767334,-0.007878537699622434,-0.05153238773345947,-0.3126232326030731,-0.01152009278540067,0
0.0,0.0,0.0,0.06047274172306061,-0.016836345195770264,-0.01905846652791432,0.1115933209657669,-0.05275273323059082,-0.021172768075322423,0.14959542453289032,-0.08297213912010193,-0.02457948644862107,0.18013884127140045,-0.1045345664024353,-0.027570844266866956,0.09213422238826752,-0.13430342078208923,0.029971261869812693,0.12228704988956451,-0.18915826082229614,0.039279870118642535,0.1381070762872696,-0.22296243906021118,0.0429771909375436,0.1508396714925766,-0.25069183111190796,0.04381211044981548,0.06423778831958771,-0.14887845516204834,0.03336699622466632,0.08925221860408783,-0.20434772968292236,0.05038341450288364,0.10442687571048737,-0.24285918474197388,0.054250414844299044,0.1158304363489151,-0.27274584770202637,0.05418527441814014,0.03374375402927399,-0.15028482675552368,0.030727778922463145,0.04835815727710724,-0.1991637945175171,0.041809487517619814,0.055786773562431335,-0.2285747230052948,0.04273246544196674,0.063045933842659,-0.25370222330093384,0.04100012349679538,0.00498141348361969,-0.14338552951812744,0.023446507181668963,-0.0007074326276779175,-0.18070483207702637,0.030201035912776675,-0.0024837255477905273,-0.2039622664451599,0.03177364113524028,-0.0019087344408035278,-0.22642356157302856,0.03267069476440021,0
0.0,0.0,0.0,0.06029623746871948,0.012283623218536377,-0.012266443935174287,0.11970669031143188,-0.0006365776062011719,-0.01877968747629577,0.16697651147842407,-0.014112412929534912,-0.02851827990724498,0.20676934719085693,-0.014687001705169678,-0.03814004164649898,0.11521321535110474,-0.11929827928543091,0.014831691156190097,0.15757960081100464,-0.16767925024032593,0.011165278139572798,0.18017590045928955,-0.19655275344848633,0.005193424983930051,0.20079219341278076,-0.22283151745796204,-0.0006780953937655099,0.0923851728439331,-0.15121102333068848,0.008510925914209544,0.12731826305389404,-0.2089967429637909,0.009385605449836909,0.14877057075500488,-0.2437480092048645,0.0010192757379750006,0.16720688343048096,-0.27496016025543213,-0.007384571605313361,0.06259554624557495,-0.16538101434707642,-0.0021616703690474637,0.08081752061843872,-0.22622841596603394,-0.005110386651892007,0.09300875663757324,-0.2626781463623047,-0.015561406393486799,0.10577058792114258,-0.2939528226852417,-0.02406249743415767,0.028230726718902588,-0.16555237770080566,-0.015768611696500123,0.029210686683654785,-0.22072744369506836,-0.0198501533688491,0.03275251388549805,-0.25533705949783325,-0.025967199248213113,0.03881579637527466,-0.2882157564163208,-0.030923291933674157,0
0.0,0.0,0.0,0.060695111751556396,0.014995276927947998,-0.010193955091578388,0.11377298831939697,0.0069772303104400635,-0.013629627352399254,0.1561359167098999,-0.004616767168045044,-0.020611857002419853,0.1910257339477539,-0.010609179735183716,-0.02665758778695526,0.10057735443115234,-0.09381002187728882,0.03342301870341835,0.1340060830116272,-0.13444721698760986,0.03738814319129524,0.1509033441543579,-0.1578940451145172,0.03689036617632446,0.1655515432357788,-0.17957231402397156,0.035750743994670486,0.07726240158081055,-0.12433463335037231,0.030359738568025207,0.10168606042861938,-0.17057862877845764,0.040712495396094894,0.11787623167037964,-0.19990324974060059,0.03998802329059181,0.13082563877105713,-0.22529849410057068,0.03784400696511803,0.049532532691955566,-0.13963019847869873,0.021899323040800667,0.06284040212631226,-0.19174408912658691,0.028605426723318672,0.07307404279708862,-0.2219177484512329,0.027989597121434784,0.08258336782455444,-0.24756206572055817,0.026162781814294434,0.02091580629348755,-0.14645585417747498,0.009794538902299976,0.018736302852630615,-0.19059044122695923,0.015427307287412262,0.021088242530822754,-0.21915557980537415,0.01713021571393547,0.02631080150604248,-0.24780775606632233,0.01797814393992958,0
0.0,0.0,0.0,0.059015870094299316,-0.031808555126190186,-0.019514993939816705,0.10662835836410522,-0.09131503105163574,-0.030374597002088777,0.14280658960342407,-0.14148330688476562,-0.04330740420919632,0.17924758791923523,-0.17018496990203857,-0.05645672901374077,0.059499651193618774,-0.19688111543655396,0.0022698115200849855,0.07636106014251709,-0.27304673194885254,-0.005710872065543882,0.08638405799865723,-0.3184082508087158,-0.01459668687385296,0.09503337740898132,-0.358154296875,-0.022383886564790956,0.02625831961631775,-0.20966845750808716,-0.002377811761840931,0.03620389103889465,-0.29340195655822754,-0.0051062597784099495,0.044385284185409546,-0.34344419836997986,-0.01615391037267422,0.051673710346221924,-0.38705772161483765,-0.026879836980521432,-0.007246941328048706,-0.20298755168914795,-0.01161612215292429,-0.012461245059967041,-0.2804824709892273,-0.016825671483099214,-0.013748794794082642,-0.3280905485153198,-0.029328256089508287,-0.012788891792297363,-0.36812686920166016,-0.03998355119329666,-0.039920300245285034,-0.18041419982910156,-0.024381949741661302,-0.058910638093948364,-0.23788118362426758,-0.030005016539513818,-0.06943878531455994,-0.27522051334381104,-0.03733744769197678,-0.07649487257003784,-0.30961817502975464,-0.043835490186035386,0
0.0,0.0,0.0,0.05938999354839325,-0.04851919412612915,-0.007061798742872938,0.0990883857011795,-0.10536277294158936,-0.004381118493986591,0.1257276087999344,-0.1535746157169342,-0.005833918846112951,0.14671222865581512,-0.19209426641464233,-0.006062638166261181,0.04466716945171356,-0.16785287857055664,0.05358022575928523,0.05107612907886505,-0.23163801431655884,0.06892351558162524,0.05324868857860565,-0.2663830518722534,0.07649230709029986,0.055361583828926086,-0.2964332103729248,0.08041360726310565,0.01045103371143341,-0.16879010200500488,0.05271097397162272,0.010294154286384583,-0.2273961901664734,0.076176611089247,0.010174736380577087,-0.26615771651268005,0.08420045425845935,0.009924694895744324,-0.2958300709724426,0.08796303471280886,-0.020687222480773926,-0.1548490822315216,0.045677242183225886,-0.030108794569969177,-0.20745667815208435,0.06279910852863146,-0.036324188113212585,-0.23846423625946045,0.06903335949136569,-0.04043664038181305,-0.26499083638191223,0.07146008064700915,-0.047520264983177185,-0.1351119875907898,0.034642686450022,-0.06904499232769012,-0.1683032512664795,0.04752541457964732,-0.08011575043201447,-0.19148749113082886,0.05406524738027407,-0.08846171200275421,-0.21564310789108276,0.058873554074304835,0
0.0,0.0,0.0,0.046269163489341736,-0.05903816223144531,-0.02766475922113365,0.07682408392429352,-0.14660626649856567,-0.043878783496674956,0.10096900165081024,-0.21778464317321777,-0.06069926640635437,0.12358807027339935,-0.2690160870552063,-0.07897517553215927,0.00013527274131774902,-0.2347778081893921,-0.012456937717852057,-0.010309919714927673,-0.32339680194854736,-0.02538693978136486,-0.019687458872795105,-0.37773650884628296,-0.038080130728539885,-0.028580941259860992,-0.4240416884422302,-0.049366817834433974,-0.03864971548318863,-0.22594207525253296,-0.01586286074167198,-0.060375064611434937,-0.3191097378730774,-0.02345098836964077,-0.07497997581958771,-0.3742063045501709,-0.038573083492574156,-0.08772058039903641,-0.42277777194976807,-0.0537477219725222,-0.06891422718763351,-0.19524776935577393,-0.023937921064552725,-0.10044305771589279,-0.2671584486961365,-0.03785603216534561,-0.12008462846279144,-0.311954140663147,-0.05732638484483665,-0.13410477340221405,-0.3501836657524109,-0.07278203687315887,-0.09137725830078125,-0.14789772033691406,-0.03574019393568939,-0.1262810155749321,-0.17944031953811646,-0.04862441963201469,-0.14568455517292023,-0.18906432390213013,-0.05979501551633781,-0.16009919345378876,-0.19760042428970337,-0.06917915961390442,0
0.0,0.0,0.0,0.0555301308631897,-0.038195133209228516,-0.01030728145113402,0.09815803170204163,-0.08731678128242493,-0.015965383672920996,0.129659503698349,-0.12671571969985962,-0.024281447926370436,0.15578413009643555,-0.15334630012512207,-0.032312877649275595,0.05252420902252197,-0.15285614132881165,0.015547409480603402,0.06335046887397766,-0.21239742636680603,0.01415629667619056,0.06836298108100891,-0.247018963098526,0.01025242341140098,0.07220256328582764,-0.27953389286994934,0.0064123368954080995,0.020694613456726074,-0.16092777252197266,0.012129766693504518,0.025870323181152344,-0.22059202194213867,0.015762846743853753,0.029179424047470093,-0.2603222131729126,0.010962243018837636,0.030170828104019165,-0.295454666018486,0.0056426760872621,-0.009657949209213257,-0.15470671653747559,0.004917609797956413,-0.016517266631126404,-0.21111387014389038,0.006288911974223321,-0.02065153419971466,-0.24559468030929565,0.0020551118666101154,-0.023375287652015686,-0.27806709706783295,-0.002373301364315683,-0.038359135389328,-0.13902801275253296,-0.005088931588290269,-0.05506816506385803,-0.18214073777198792,-0.004200247289447123,-0.06433454155921936,-0.21108248829841614,-0.005392508754340941,-0.07212425023317337,-0.24155110120773315,-0.006812863690612847,0
0.0,0.0,0.0,0.055813610553741455,-0.010297656059265137,-0.021996691025655934,0.10375255346298218,-0.050817131996154785,-0.03452603625492401,0.13947850465774536,-0.08456477522850037,-0.04737407448129005,0.17214345932006836,-0.09871280193328857,-0.060757235757868955,0.0675581693649292,-0.1464623510837555,-0.009987067565184304,0.08804160356521606,-0.20788386464118958,-0.019978749699752996,0.09940266609191895,-0.24675428867340088,-0.029075150512021253,0.10846859216690063,-0.2799886167049408,-0.0362311649544651,0.036622583866119385,-0.164324551820755,-0.011155931413036058,0.05020231008529663,-0.23421087861061096,-0.015893195889752576,0.05897796154022217,-0.2775583863258362,-0.02592513816789932,0.06563472747802734,-0.3158441185951233,-0.035569285176556775,0.005949467420578003,-0.16557031869888306,-0.016140048526089856,0.008552253246307373,-0.2325790524482727,-0.021968259610098073,0.011073678731918335,-0.2752296030521393,-0.033374150417607495,0.013600945472717285,-0.3112194538116455,-0.04327946635321922,-0.024320095777511597,-0.15400931239128113,-0.024452121130984494,-0.03580451011657715,-0.20777148008346558,-0.030752056412261197,-0.04256856441497803,-0.2437005341053009,-0.038128645293276975,-0.04666560888290405,-0.2780066728591919,-0.04482094304994888,0
0.0,0.0,0.0,0.061981648206710815,-0.013122737407684326,-0.020492868736674552,0.11803826689720154,-0.06312960386276245,-0.033817297086407905,0.16250452399253845,-0.10426557064056396,-0.04934199364512182,0.20192107558250427,-0.12430775165557861,-0.06623959006397939,0.08471164107322693,-0.18995696306228638,-0.005718440521796708,0.1119978129863739,-0.26464784145355225,-0.01757387095718599,0.12947925925254822,-0.3107147216796875,-0.029598264262368446,0.14525184035301208,-0.3502650856971741,-0.03960897983639455,0.053464025259017944,-0.20962488651275635,-0.011871934175779586,0.06976562738418579,-0.2982648015022278,-0.01828137064008928,0.0834297239780426,-0.3501664400100708,-0.03213821561663366,0.09560641646385193,-0.39540350437164307,-0.04520777450530744,0.01874828338623047,-0.20889157056808472,-0.022360321373035674,0.024809032678604126,-0.29201358556747437,-0.030936530098607307,0.03308230638504028,-0.34419143199920654,-0.04685831652610517,0.04142603278160095,-0.3873383700847626,-0.060200179234435325,-0.017876774072647095,-0.19144928455352783,-0.03633358539669729,-0.02927994728088379,-0.25493788719177246,-0.04543493153183675,-0.03378015756607056,-0.29883766174316406,-0.05562778027384496,-0.03591069579124451,-0.3391656279563904,-0.06462098123162008,0
